,CustomerID,recency,frequency,monetary
878,13509.0,9,7,979.72
879,13510.0,1,5,1785.16
880,13512.0,261,1,251.21
881,13513.0,127,1,205.1
882,13514.0,74,1,152.20000000000002
883,13515.0,73,4,891.12
884,13516.0,21,3,1389.41
885,13517.0,60,5,2109.07
886,13518.0,86,1,659.4399999999999
887,13519.0,50,2,110.80000000000001
888,13520.0,59,8,3487.75
889,13521.0,1,3,1093.65
890,13522.0,30,1,125.80000000000001
891,13523.0,33,6,3755.38
892,13524.0,41,5,680.1800000000001
893,13525.0,15,2,628.78
894,13527.0,34,8,2263.76
895,13529.0,79,2,307.76
896,13531.0,205,2,483.8
897,13532.0,34,1,210.31
898,13533.0,183,3,270.79
899,13534.0,2,40,5613.08
900,13536.0,1,7,3448.29
901,13538.0,43,7,1280.85
902,13539.0,86,4,605.84
903,13544.0,40,2,291.41
904,13546.0,12,3,626.99
905,13548.0,96,2,682.41
906,13549.0,26,8,916.12
907,13551.0,319,1,91.80000000000001
908,13552.0,66,16,3539.53
909,13555.0,74,4,4149.28
910,13557.0,28,2,584.06
911,13558.0,6,4,605.06
912,13560.0,7,1,174.37
913,13561.0,216,1,141.85999999999999
914,13562.0,82,3,1799.33
915,13563.0,84,2,777.53
916,13564.0,144,5,647.74
917,13565.0,19,2,240.22
918,13566.0,41,2,874.71
919,13568.0,173,1,192.85
920,13569.0,17,2,373.75
921,13570.0,243,1,239.49
922,13571.0,13,12,2092.32
923,13572.0,206,1,1384.25
924,13573.0,50,2,294.4
925,13575.0,23,5,732.0699999999999
926,13576.0,10,20,6703.3
927,13577.0,25,5,1658.3
928,13579.0,15,2,467.04
929,13581.0,309,1,118.0
930,13583.0,156,1,781.03
931,13584.0,307,1,142.4
932,13587.0,32,3,347.0
933,13588.0,16,13,2445.12
934,13589.0,15,2,379.65
935,13590.0,11,7,1976.12
936,13591.0,65,3,1117.13
937,13592.0,36,4,247.95999999999998
938,13593.0,108,5,1990.28
939,13594.0,53,1,396.97
940,13596.0,6,2,697.04
941,13598.0,47,2,167.42000000000002
942,13599.0,1,31,5030.6
943,13600.0,312,1,219.52
944,13601.0,45,2,693.32
945,13602.0,65,1,428.89
946,13603.0,26,1,164.34
947,13606.0,29,3,280.53999999999996
948,13607.0,40,1,678.01
949,13610.0,12,9,1115.43
950,13611.0,89,4,1158.2
951,13614.0,24,4,1610.46
952,13615.0,313,2,399.99
953,13617.0,40,3,544.18
954,13618.0,174,1,177.34
955,13621.0,117,1,213.85
956,13623.0,31,7,672.44
957,13626.0,253,1,257.23
958,13627.0,59,7,1624.02
959,13629.0,23,11,7792.36
960,13630.0,5,11,1995.68
961,13631.0,100,12,3021.77
962,13632.0,25,6,2117.02
963,13634.0,33,5,1575.16
964,13635.0,68,1,1071.03
965,13636.0,37,6,941.62
966,13637.0,52,3,810.5
967,13638.0,16,1,122.64
968,13639.0,74,1,1033.34
969,13642.0,216,1,354.8
970,13643.0,31,3,519.44
971,13644.0,9,5,2597.52
972,13645.0,120,1,252.1
973,13647.0,10,5,1670.22
974,13649.0,257,2,346.6
975,13650.0,17,6,1809.34
976,13651.0,35,2,94.2
977,13652.0,46,3,1095.08
978,13654.0,43,6,2707.33
979,13655.0,114,2,932.97
980,13656.0,165,2,379.65
981,13657.0,11,2,382.14
982,13658.0,10,7,2421.47
983,13659.0,197,3,1550.85
984,13662.0,86,7,879.08
985,13663.0,179,1,189.47
986,13666.0,60,3,84.65
987,13667.0,149,1,305.02
988,13668.0,3,29,6216.07
989,13669.0,51,2,218.55
990,13670.0,75,1,349.7
991,13672.0,301,6,-71.46
992,13673.0,19,2,396.92
993,13675.0,151,2,486.82000000000005
994,13678.0,152,1,232.6
995,13680.0,1,5,2202.31
996,13681.0,18,4,827.83
997,13682.0,187,1,59.5
998,13684.0,286,2,64.23
999,13685.0,3,7,3119.44
1000,13686.0,183,1,72.0
1001,13689.0,63,1,910.0
1002,13690.0,59,1,172.25
1003,13692.0,25,5,1466.8700000000001
1004,13693.0,325,2,-32.0
1005,13694.0,4,60,62653.1
1006,13695.0,31,15,2504.13
1007,13697.0,39,1,151.29999999999998
1008,13699.0,155,1,308.58000000000004
1009,13700.0,26,10,2265.12
1010,13703.0,318,1,99.5
1011,13704.0,5,10,2295.31
1012,13705.0,8,3,711.86
1013,13706.0,303,1,330.79
1014,13707.0,267,2,806.41
1015,13708.0,271,1,296.88
1016,13709.0,4,17,6249.110000000001
1017,13710.0,32,1,180.48
1018,13711.0,219,2,252.06
1019,13712.0,247,1,228.84
1020,13715.0,281,7,1053.94
1021,13716.0,269,1,138.28
1022,13717.0,32,7,1432.26
1023,13718.0,246,2,306.55
1024,13719.0,15,5,1041.68
1025,13720.0,117,4,799.9
1026,13721.0,36,1,524.14
1027,13722.0,120,4,2369.16
1028,13723.0,217,1,199.85000000000002
1029,13725.0,50,11,1809.81
1030,13726.0,39,2,1079.6599999999999
1031,13727.0,29,2,333.48
1032,13728.0,37,6,1016.14
1033,13730.0,136,2,752.6
1034,13731.0,219,2,610.59
1035,13732.0,28,1,491.86
1036,13735.0,25,8,2766.18
1037,13736.0,5,3,724.0
1038,13737.0,200,1,339.59999999999997
1039,13739.0,18,1,216.9
1040,13740.0,241,1,350.75
1041,13741.0,72,4,666.33
1042,13742.0,17,14,3102.42
1043,13743.0,3,8,1340.1499999999999
1044,13744.0,95,2,1156.36
1045,13745.0,151,2,291.54
1046,13747.0,374,1,79.6
1047,13748.0,96,4,948.25
1048,13750.0,54,5,1647.26
1049,13751.0,288,1,296.25
1050,13752.0,124,6,1186.28
1051,13753.0,288,1,741.26
1052,13754.0,152,2,282.59999999999997
1053,13755.0,4,10,2154.68
1054,13756.0,2,15,5145.12
1055,13758.0,12,7,3190.55
1056,13759.0,33,2,659.4100000000001
1057,13760.0,54,2,286.79
1058,13761.0,50,2,1070.65
1059,13762.0,204,2,3.552713678800501e-15
1060,13763.0,63,3,1689.46
1061,13764.0,71,3,1521.76
1062,13767.0,2,51,16945.71
1063,13769.0,2,16,2771.87
1064,13771.0,64,5,2631.7
1065,13772.0,34,3,1132.13
1066,13774.0,82,1,345.0
1067,13777.0,1,40,25748.350000000002
1068,13778.0,103,1,178.7
1069,13780.0,7,2,360.01
1070,13781.0,251,1,127.84
1071,13782.0,13,6,912.0
1072,13784.0,10,11,2462.79
1073,13786.0,367,1,230.39999999999998
1074,13787.0,76,2,309.04
1075,13790.0,4,1,348.8
1076,13791.0,43,3,1047.68
1077,13792.0,66,2,195.55
1078,13798.0,1,63,36351.42
1079,13799.0,117,2,688.86
1080,13800.0,310,1,558.32
1081,13801.0,67,1,324.8
1082,13802.0,138,6,3906.27
1083,13803.0,255,1,277.07
1084,13804.0,31,7,2635.79
1085,13805.0,52,2,924.6
1086,13806.0,64,1,256.38
1087,13807.0,367,1,112.6
1088,13808.0,6,5,1747.66
1089,13809.0,305,1,155.05
1090,13810.0,29,4,899.51
1091,13811.0,184,4,591.75
1092,13812.0,42,3,539.0
1093,13813.0,40,5,1353.41
1094,13814.0,56,3,1562.12
1095,13815.0,22,5,4014.91
1096,13816.0,24,4,555.04
1097,13817.0,29,2,382.98
1098,13819.0,302,3,1140.35
1099,13821.0,145,2,385.64
1100,13822.0,6,2,632.0
1101,13823.0,19,2,957.66
1102,13824.0,33,5,1698.94
1103,13826.0,158,2,174.65
1104,13827.0,58,3,412.05
1105,13828.0,22,1,209.49
1106,13829.0,359,1,-102.0
1107,13831.0,16,6,2202.99
1108,13832.0,18,2,40.949999999999996
1109,13833.0,159,1,384.8
1110,13835.0,25,4,834.57
1111,13837.0,212,2,271.24
1112,13838.0,6,4,691.73
1113,13841.0,253,1,85.0
1114,13842.0,59,9,3385.62
1115,13844.0,11,1,361.62
1116,13845.0,65,1,312.98
1117,13846.0,25,4,847.61
1118,13848.0,92,3,1255.0
1119,13849.0,52,2,1537.95
1120,13850.0,88,2,1586.81
1121,13851.0,96,3,2651.46
1122,13853.0,9,2,1056.94
1123,13854.0,9,29,8025.0199999999995
1124,13856.0,169,5,363.4
1125,13858.0,57,1,216.17
1126,13859.0,326,1,201.16
1127,13860.0,1,5,1240.0
1128,13862.0,18,10,2187.31
1129,13863.0,245,2,299.56
1130,13865.0,58,4,501.56
1131,13866.0,74,1,145.67000000000002
1132,13867.0,31,3,1015.29
1133,13868.0,7,2,3192.54
1134,13869.0,123,4,3104.95
1135,13870.0,2,10,2751.25
1136,13871.0,23,13,6389.8
1137,13873.0,120,4,381.7
1138,13874.0,358,1,540.45
1139,13875.0,54,5,1786.79
1140,13876.0,64,1,122.7
1141,13877.0,86,1,117.24
1142,13878.0,55,1,1281.53
1143,13880.0,21,13,3219.77
1144,13881.0,4,22,16989.52
1145,13882.0,3,6,1131.28
1146,13883.0,1,9,2538.75
1147,13884.0,7,6,781.3000000000001
1148,13885.0,189,2,506.8
1149,13886.0,71,1,243.56
1150,13887.0,204,1,349.55
1151,13888.0,120,2,605.63
1152,13889.0,93,1,416.90000000000003
1153,13890.0,1,14,1860.8600000000001
1154,13892.0,27,4,632.97
1155,13893.0,298,1,821.1
1156,13894.0,22,5,535.97
1157,13895.0,21,5,2588.12
1158,13897.0,50,1,311.16
1159,13898.0,326,1,155.93
1160,13899.0,16,2,388.52
1161,13900.0,183,3,740.95
1162,13901.0,72,5,2867.2
1163,13904.0,37,2,332.64
1164,13908.0,80,5,2347.05
1165,13911.0,57,9,2580.91
1166,13914.0,4,3,613.95
1167,13917.0,50,2,272.04
1168,13918.0,50,2,1212.8400000000001
1169,13919.0,53,3,350.15999999999997
1170,13922.0,352,1,172.25
1171,13923.0,54,1,351.13
1172,13924.0,2,11,1682.08
1173,13925.0,36,5,616.65
1174,13926.0,23,1,223.85000000000002
1175,13927.0,75,1,348.99
1176,13928.0,11,4,464.57
1177,13929.0,169,3,802.85
1178,13930.0,58,2,337.34
1179,13931.0,86,3,1230.93
1180,13932.0,295,1,307.4
1181,13933.0,109,2,608.7900000000001
1182,13934.0,264,1,922.1
1183,13936.0,171,2,361.28
1184,13937.0,169,1,158.85
1185,13938.0,35,1,71.66
1186,13939.0,23,4,556.75
1187,13940.0,17,4,839.14
1188,13941.0,22,7,4912.41
1189,13946.0,79,3,561.5699999999999
1190,13947.0,65,1,90.6
1191,13948.0,361,1,102.0
1192,13949.0,3,6,2427.32
1193,13950.0,11,5,728.56
1194,13951.0,176,3,674.45
1195,13952.0,211,3,3246.091
1196,13953.0,7,7,3515.68
1197,13954.0,2,3,378.59
1198,13955.0,154,2,322.96
1199,13956.0,5,5,1026.42
1200,13958.0,372,1,-102.45
1201,13959.0,79,3,598.2
1202,13960.0,21,2,230.22
1203,13962.0,22,2,169.55
1204,13963.0,308,4,664.54
1205,13967.0,146,1,80.7
1206,13969.0,7,20,8986.69
1207,13971.0,9,11,2702.2200000000003
1208,13972.0,71,2,190.25
1209,13973.0,287,1,264.7
1210,13974.0,49,1,413.59000000000003
1211,13975.0,31,7,2503.23
1212,13976.0,207,1,357.98
1213,13978.0,15,2,196.79000000000002
1214,13979.0,73,1,869.87
1215,13980.0,60,1,200.14
1216,13982.0,39,5,1861.11
1217,13983.0,30,13,2590.46
1218,13984.0,27,6,488.03
1219,13985.0,4,16,7024.53
1220,13986.0,17,1,320.46
1221,13988.0,20,9,4098.8
1222,13989.0,66,2,1266.08
1223,13990.0,213,1,311.3
1224,13991.0,12,7,850.63
1225,13992.0,30,1,76.8
1226,13993.0,32,12,3409.66
1227,13994.0,4,6,2313.14
1228,13995.0,15,6,1383.49
1229,13999.0,10,15,3865.26
1230,14000.0,206,2,633.71
1231,14001.0,46,4,2030.3300000000002
1232,14002.0,134,2,529.73
1233,14004.0,43,7,4582.64
1234,14005.0,10,5,2874.72
1235,14006.0,116,3,962.19
1236,14009.0,198,3,685.9300000000001
1237,14012.0,278,1,328.8
1238,14013.0,110,3,473.02
1239,14014.0,77,1,505.18
1240,14015.0,53,1,917.34
1241,14016.0,154,5,4328.46
1242,14019.0,47,4,1398.96
1243,14020.0,17,2,642.8
1244,14021.0,155,3,631.9
1245,14022.0,225,1,440.0
1246,14023.0,7,2,584.07
1247,14024.0,122,2,327.7
1248,14027.0,61,1,104.82
1249,14029.0,63,2,467.66
1250,14030.0,18,8,2360.09
1251,14031.0,7,23,14634.640000000001
1252,14032.0,2,18,2929.84
1253,14034.0,22,4,512.02
1254,14035.0,29,5,1428.02
1255,14036.0,285,1,626.65
1256,14037.0,176,2,147.20000000000002
1257,14038.0,78,4,1554.48
1258,14039.0,33,1,152.2
1259,14040.0,41,15,3542.19
1260,14041.0,266,1,141.41
1261,14044.0,27,4,652.82
1262,14045.0,109,4,1659.75
1263,14046.0,284,1,154.99
1264,14047.0,9,7,1290.01
1265,14048.0,277,2,375.13
1266,14049.0,17,6,5639.15
1267,14050.0,32,2,746.36
1268,14051.0,1,26,15477.34
1269,14052.0,20,1,225.36
1270,14053.0,124,2,260.25
1271,14054.0,65,1,92.46
1272,14055.0,106,1,725.6400000000001
1273,14056.0,1,29,8124.4
1274,14057.0,24,18,6147.4
1275,14059.0,267,1,183.6
1276,14060.0,5,20,6135.38
1277,14062.0,10,12,10464.85
1278,14064.0,29,7,1188.32
1279,14066.0,267,1,152.55
1280,14067.0,64,2,374.7
1281,14068.0,320,1,265.85
1282,14071.0,4,9,1307.41
1283,14073.0,21,2,139.54
1284,14075.0,5,3,942.26
1285,14076.0,129,1,122.47
1286,14077.0,41,5,499.41999999999996
1287,14078.0,102,6,1049.37
1288,14079.0,125,1,375.1
1289,14080.0,33,1,45.599999999999994
1290,14081.0,267,4,904.67
1291,14082.0,365,1,182.25
1292,14083.0,4,9,1018.43
1293,14085.0,2,18,4435.79
1294,14087.0,3,2,181.67
1295,14088.0,10,14,50415.49
1296,14089.0,57,1,161.0
1297,14090.0,325,1,76.32000000000001
1298,14092.0,8,17,4063.1
1299,14093.0,12,1,442.85
1300,14096.0,4,18,57120.909999999996
1301,14098.0,37,1,147.35
1302,14099.0,16,12,3092.9700000000003
1303,14100.0,138,1,194.9
1304,14101.0,74,6,5976.79
1305,14102.0,5,8,1314.73
1306,14104.0,155,2,216.20999999999998
1307,14105.0,85,2,1260.33
1308,14107.0,52,8,2688.48
1309,14108.0,31,3,594.16
1310,14109.0,23,2,80.2
1311,14110.0,4,13,5669.65
1312,14111.0,14,5,688.6
1313,14112.0,23,12,2774.17
1314,14113.0,4,8,1377.92
1315,14114.0,274,2,386.53
1316,14116.0,20,5,1382.74
1317,14117.0,144,1,90.0
1318,14119.0,354,1,-19.9
1319,14121.0,4,6,2740.3
1320,14124.0,84,1,419.58000000000004
1321,14125.0,11,3,2740.43
1322,14126.0,8,3,643.6300000000001
1323,14127.0,123,3,709.71
1324,14128.0,61,2,637.5
1325,14129.0,2,4,1123.8600000000001
1326,14130.0,319,1,483.86
1327,14132.0,2,12,3580.13
1328,14133.0,130,5,590.3399999999999
1329,14135.0,2,15,4690.31
1330,14138.0,2,2,982.3800000000001
1331,14139.0,46,1,415.82
1332,14140.0,4,3,920.05
1333,14141.0,3,6,879.0300000000001
1334,14142.0,373,1,311.81
1335,14143.0,134,1,115.8
1336,14145.0,47,5,3148.2
1337,14146.0,9,6,2949.57
1338,14147.0,49,3,468.4
1339,14148.0,234,1,157.2
1340,14149.0,213,3,259.43
1341,14150.0,36,2,658.64
1342,14152.0,75,3,611.09
1343,14154.0,239,2,1345.62
1344,14155.0,266,1,118.75
1345,14156.0,10,65,113384.14
1346,14157.0,20,3,400.43
1347,14158.0,40,1,507.66
1348,14159.0,20,14,4678.3
1349,14161.0,216,3,1110.52
1350,14162.0,174,2,289.36
1351,14163.0,87,4,2445.91
1352,14164.0,71,2,1631.77
1353,14165.0,276,1,122.53999999999999
1354,14167.0,39,4,574.84
1355,14171.0,98,1,363.79
1356,14173.0,11,4,450.84
1357,14174.0,33,1,134.46
1358,14175.0,51,7,3108.06
1359,14176.0,297,5,574.0
1360,14177.0,85,5,554.46
1361,14178.0,9,7,1620.93
1362,14179.0,41,2,719.78
1363,14180.0,11,31,4640.77
1364,14184.0,67,1,452.89
1365,14185.0,331,1,197.65
1366,14188.0,9,10,2018.91
1367,14189.0,2,24,4604.31
1368,14191.0,2,14,4660.01
1369,14193.0,68,2,853.39
1370,14194.0,5,31,11216.75
1371,14195.0,202,3,962.7
1372,14196.0,107,1,335.52
1373,14198.0,4,7,663.5
1374,14199.0,218,1,185.39999999999998
1375,14201.0,60,9,688.04
1376,14204.0,2,1,161.03
1377,14205.0,11,4,218.78
1378,14206.0,239,2,308.26
1379,14208.0,95,1,151.74
1380,14209.0,11,7,2067.13
1381,14210.0,91,7,1900.89
1382,14211.0,53,13,2208.3
1383,14212.0,90,1,1070.48
1384,14213.0,372,1,-1192.2
1385,14214.0,31,7,1000.23
1386,14215.0,12,7,1777.92
1387,14216.0,3,4,1839.3
1388,14217.0,2,24,1925.3600000000001
1389,14218.0,43,1,169.48000000000002
1390,14219.0,4,1,89.94
1391,14220.0,247,2,632.4
1392,14221.0,42,10,3427.85
1393,14222.0,177,1,683.17
1394,14223.0,92,4,975.23
1395,14224.0,110,4,1050.12
1396,14226.0,29,7,2201.64
1397,14227.0,26,13,3315.71
1398,14229.0,52,6,1450.6
1399,14231.0,179,5,822.0600000000001
1400,14232.0,32,8,2043.93
1401,14233.0,44,5,1447.51
1402,14234.0,22,4,775.46
1403,14235.0,10,6,3093.86
1404,14236.0,81,2,490.86
1405,14237.0,373,1,161.0
1406,14238.0,326,1,146.85
1407,14239.0,43,14,2323.5
1408,14240.0,30,2,890.34
1409,14241.0,184,1,213.70000000000002
1410,14242.0,235,2,280.55
1411,14243.0,9,14,2535.88
1412,14245.0,176,5,1677.48
1413,14246.0,111,3,1474.06
1414,14247.0,278,1,136.76999999999998
1415,14248.0,318,1,302.58
1416,14250.0,7,3,1904.05
1417,14251.0,2,5,2879.7000000000003
1418,14256.0,254,3,935.0600000000001
1419,14257.0,51,6,3087.27
1420,14258.0,9,10,12650.08
1421,14259.0,142,1,120.0
1422,14261.0,51,2,1163.45
1423,14262.0,8,8,2618.23
1424,14264.0,155,3,319.47
1425,14265.0,109,2,530.18
1426,14267.0,151,7,1279.09
1427,14270.0,332,1,492.65000000000003
1428,14271.0,226,1,112.32
1429,14272.0,74,2,437.96
1430,14273.0,51,4,559.97
1431,14276.0,88,5,1019.39
1432,14277.0,15,4,3957.0
1433,14280.0,197,1,134.04
1434,14282.0,3,15,3729.34
1435,14284.0,31,3,578.45
1436,14285.0,21,4,1910.01
1437,14286.0,24,5,4595.81
1438,14287.0,8,4,151.23000000000002
1439,14288.0,212,2,413.85
1440,14289.0,9,6,911.26
1441,14290.0,11,6,2307.4500000000003
1442,14291.0,2,11,3873.3
1443,14292.0,8,14,4819.33
1444,14293.0,3,4,1046.56
1445,14295.0,40,2,154.70000000000002
1446,14297.0,18,5,1284.06
1447,14298.0,3,45,50862.44
1448,14299.0,8,18,2855.35
1449,14300.0,19,1,43.2
1450,14301.0,108,2,632.04
1451,14304.0,223,2,197.1
1452,14305.0,71,5,1803.76
1453,14306.0,51,3,2083.42
1454,14307.0,89,6,2995.72
1455,14309.0,8,10,2319.68
1456,14311.0,225,2,229.71
1457,14312.0,47,6,1611.59
1458,14314.0,107,1,120.0
1459,14315.0,21,7,2456.98
1460,14317.0,65,1,508.58000000000004
1461,14320.0,207,3,343.11
1462,14321.0,11,5,1530.75
1463,14323.0,115,4,574.26
1464,14326.0,235,2,166.85
1465,14327.0,163,1,311.65
1466,14329.0,9,14,4928.74
1467,14331.0,124,2,462.65999999999997
1468,14332.0,23,3,866.31
1469,14333.0,64,2,351.45
1470,14334.0,17,9,2539.46
1471,14335.0,16,2,468.26
1472,14336.0,17,4,1614.91
1473,14338.0,158,4,554.22
1474,14339.0,235,4,289.90999999999997
1475,14340.0,219,1,134.7
1476,14341.0,45,8,2166.38
1477,14342.0,21,6,607.71
1478,14344.0,127,8,889.9300000000001
1479,14345.0,39,1,108.97999999999999
1480,14346.0,121,2,1021.58
1481,14348.0,260,1,409.57
1482,14349.0,10,1,133.5
1483,14350.0,271,2,258.7
1484,14351.0,165,1,51.0
1485,14352.0,157,4,1078.96
1486,14353.0,215,1,90.6
1487,14354.0,6,2,163.62
1488,14355.0,366,1,174.4
1489,14356.0,60,4,666.9399999999999
1490,14357.0,43,1,225.77
1491,14359.0,19,6,882.58
1492,14360.0,32,4,2128.23
1493,14362.0,22,1,161.2
1494,14364.0,109,8,3717.35
1495,14367.0,8,19,9167.82
1496,14368.0,320,1,155.0
1497,14371.0,295,1,100.5
1498,14373.0,358,1,76.55
1499,14375.0,185,1,257.68
1500,14377.0,191,2,617.05
1501,14379.0,44,2,348.1
1502,14381.0,52,1,202.68
1503,14382.0,26,1,626.0699999999999
1504,14383.0,38,3,1247.69
1505,14385.0,9,3,202.11
1506,14386.0,297,1,142.4
1507,14387.0,33,3,1770.56
1508,14388.0,9,10,3172.04
1509,14389.0,9,5,999.72
1510,14390.0,10,13,4592.47
1511,14393.0,218,1,67.95
1512,14395.0,2,12,3471.91
1513,14396.0,65,2,487.99
1514,14397.0,1,23,2556.68
1515,14400.0,141,2,559.7
1516,14401.0,4,14,4039.98
1517,14403.0,130,5,1426.31
1518,14404.0,34,7,1434.72
1519,14406.0,119,1,156.75
1520,14407.0,107,9,2111.08
1521,14408.0,11,7,2606.53
1522,14409.0,71,7,1908.25
1523,14410.0,16,15,576.3
1524,14411.0,311,1,1063.0
1525,14412.0,35,3,761.3299999999999
1526,14413.0,362,1,122.7
1527,14414.0,92,8,1485.1299999999999
1528,14415.0,1,18,5811.56
1529,14416.0,22,2,490.22
1530,14418.0,4,3,1937.25
1531,14419.0,11,6,1058.06
1532,14420.0,85,2,385.87
1533,14421.0,57,2,813.11
1534,14422.0,1,6,4263.64
1535,14423.0,218,1,265.2
1536,14424.0,18,1,322.08
1537,14426.0,19,16,3918.9
1538,14427.0,50,2,363.34000000000003
1539,14428.0,7,7,1230.14
1540,14431.0,299,2,397.76
1541,14432.0,10,6,2255.51
1542,14434.0,22,6,1372.8
1543,14436.0,99,1,89.06
1544,14437.0,143,2,-43.400000000000006
1545,14438.0,306,1,131.9
1546,14439.0,320,1,2661.24
1547,14440.0,8,5,2357.6800000000003
1548,14441.0,1,10,1545.14
1549,14442.0,2,5,1544.62
1550,14443.0,54,7,1400.88
1551,14446.0,1,4,1039.58
1552,14447.0,19,5,1163.23
1553,14448.0,9,2,375.35
1554,14449.0,19,4,907.1
1555,14450.0,181,3,483.25
1556,14451.0,60,2,662.59
1557,14452.0,11,2,264.44
1558,14453.0,190,1,119.93
1559,14456.0,5,14,3047.63
1560,14457.0,311,1,113.64
1561,14459.0,155,1,1837.92
1562,14460.0,110,4,383.34
1563,14461.0,148,3,2103.06
1564,14462.0,64,14,1965.9
1565,14463.0,98,3,529.62
1566,14465.0,247,3,1058.6200000000001
1567,14466.0,29,7,2272.4
1568,14467.0,18,4,598.76
1569,14470.0,12,2,461.19
1570,14472.0,104,8,1936.84
1571,14473.0,74,2,234.34000000000003
1572,14474.0,43,2,537.71
1573,14475.0,72,6,799.82
1574,14476.0,257,1,215.7
1575,14477.0,20,5,1307.81
1576,14479.0,254,2,316.25
1577,14480.0,11,1,279.05
1578,14481.0,165,2,636.51
1579,14482.0,18,6,2068.15
1580,14483.0,150,2,129.2
1581,14484.0,50,1,321.92
1582,14485.0,39,1,165.75
1583,14487.0,27,7,1183.58
1584,14488.0,51,2,1047.43
1585,14489.0,207,1,463.38
1586,14491.0,175,2,340.93
1587,14493.0,7,7,2362.84
1588,14494.0,26,1,139.56
1589,14495.0,51,2,123.8
1590,14496.0,312,2,538.8100000000001
1591,14497.0,301,2,457.47
1592,14498.0,43,5,1957.32
1593,14499.0,26,3,815.32
1594,14500.0,88,3,356.85
1595,14501.0,64,3,190.31
1596,14502.0,20,14,2351.02
1597,14503.0,3,6,3543.26
1598,14504.0,47,4,673.26
1599,14505.0,17,11,5818.7
1600,14506.0,17,5,2012.17
1601,14507.0,24,7,1368.18
1602,14508.0,22,2,276.42
1603,14511.0,11,6,1267.4099999999999
1604,14512.0,188,2,275.28
1605,14513.0,101,4,438.49
1606,14514.0,61,4,1055.35
1607,14515.0,18,6,2102.09
1608,14517.0,33,2,330.45
1609,14518.0,64,1,174.37
1610,14520.0,2,2,270.6
1611,14522.0,24,4,974.54
1612,14523.0,108,1,241.09
1613,14524.0,32,9,1867.68
1614,14525.0,9,13,4221.37
1615,14527.0,3,85,7711.38
1616,14528.0,37,1,364.21999999999997
1617,14529.0,60,3,620.04
1618,14530.0,26,6,2925.91
1619,14532.0,236,4,932.85
1620,14533.0,25,9,1812.6200000000001
1621,14534.0,3,25,4075.35
1622,14535.0,59,4,2841.09
1623,14536.0,260,1,171.8
1624,14537.0,58,1,355.56
1625,14538.0,65,2,388.25
1626,14539.0,16,2,537.48
1627,14540.0,10,3,996.26
1628,14541.0,59,8,1461.65
1629,14542.0,186,1,103.25
1630,14543.0,4,21,2916.17
1631,14544.0,24,2,2024.45
1632,14546.0,4,9,2487.02
1633,14547.0,4,9,3986.7400000000002
1634,14548.0,151,2,652.8
1635,14549.0,311,1,289.24
1636,14550.0,11,2,765.62
1637,14551.0,18,2,186.23
1638,14552.0,152,1,165.07
1639,14553.0,19,5,859.27
1640,14554.0,10,4,2381.04
1641,14555.0,57,2,324.14
1642,14557.0,64,2,0.0
1643,14560.0,7,24,2174.18
1644,14561.0,76,3,1080.76
1645,14562.0,4,22,4709.22
1646,14565.0,96,6,3073.77
1647,14566.0,111,1,1432.0
1648,14567.0,35,3,1524.46
1649,14569.0,1,1,227.39
1650,14570.0,281,2,218.06
1651,14572.0,3,10,2803.69
1652,14573.0,180,12,1603.72
1653,14576.0,372,1,35.400000000000006
1654,14577.0,13,4,859.71
1655,14578.0,3,1,168.63
1656,14581.0,17,1,138.6
1657,14582.0,41,1,114.11
1658,14583.0,6,5,1052.55
1659,14584.0,169,5,1029.26
1660,14585.0,50,1,157.05
1661,14586.0,227,3,134.16
1662,14587.0,19,10,1598.24
1663,14589.0,372,1,39.75
1664,14591.0,15,4,1447.14
1665,14592.0,35,3,570.46
1666,14593.0,22,3,617.99
1667,14594.0,7,2,379.83
1668,14595.0,20,6,1740.6
1669,14597.0,11,2,883.15
1670,14598.0,44,1,221.97
1671,14600.0,306,1,393.33000000000004
1672,14601.0,11,1,213.96
1673,14603.0,275,1,660.0
1674,14606.0,1,129,11713.85
1675,14607.0,16,17,11341.1
1676,14608.0,4,4,1785.15
1677,14609.0,72,4,601.56
1678,14616.0,243,3,406.08000000000004
1679,14618.0,9,4,538.59
1680,14619.0,239,2,379.51
1681,14620.0,204,3,393.28000000000003
1682,14621.0,1,6,1765.76
1683,14622.0,185,1,320.58000000000004
1684,14623.0,32,6,869.35
1685,14624.0,57,2,225.85
1686,14625.0,185,5,848.48
1687,14626.0,9,7,2757.07
1688,14627.0,312,1,-21.85
1689,14628.0,91,2,671.96
1690,14629.0,4,3,939.21
1691,14631.0,51,3,1006.98
1692,14632.0,263,1,114.56
1693,14633.0,266,1,344.90000000000003
1694,14636.0,36,2,609.85
1695,14638.0,51,1,443.6
1696,14639.0,52,8,2952.34
1697,14640.0,16,8,2042.15
1698,14641.0,22,1,110.46
1699,14642.0,59,1,96.12
1700,14643.0,170,3,668.61
1701,14644.0,9,4,780.46
1702,14645.0,157,2,597.09
1703,14646.0,2,77,279489.02
1704,14647.0,201,1,243.22
1705,14649.0,5,4,1417.29
1706,14651.0,67,2,654.6
1707,14652.0,77,1,114.18
1708,14653.0,1,8,1947.55
1709,14655.0,4,5,1930.15
1710,14656.0,169,2,291.05
1711,14657.0,18,5,838.27
1712,14658.0,5,2,247.15
1713,14659.0,9,12,2456.53
